FILENAME;\Hard Disk2\Result\yeast_20180629_140317.csv
PROTOCOL;yeast
FILE_VERSION;3.3;
DATE START;2018-06-29;14:03:04
DATE END;2018-07-02;13:52:01;;Last Reading;224;Timestamp;260210432                      
DEVICE;BL063-CX_0FFE42
USER;fabian;COMMENT;no comment available
PLATETYPE;MTP-48-Flowerplate;LOT;UNKOWN
MTP ROWS;6
MTP COLUMNS;8
FILTERSETS;3;REFERENCE_MODE;2;MULTI_PMT;1;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
C2;E01;X33;;3;0.60916;145.29;0.0;0.00;29.90;86.52;14.00;0.00;
C2;E02;X34;;3;0.61116;182.60;0.0;0.00;29.90;86.58;14.01;0.00;
C2;E03;X35;;3;0.61319;167.86;0.0;0.00;29.90;86.58;14.06;0.00;
C2;E04;X36;;3;0.61517;172.36;0.0;0.00;29.90;86.65;14.06;0.00;
C2;E05;X37;;3;0.61718;162.60;0.0;0.00;30.00;86.77;14.07;0.00;
C2;E06;X38;;3;0.61921;159.16;0.0;0.00;30.00;86.78;14.07;0.00;
C2;E07;X39;;3;0.62119;148.85;0.0;0.00;30.00;86.71;14.07;0.00;
C2;E08;X40;;3;0.62318;181.07;0.0;0.00;29.90;86.88;14.00;0.00;
C2;F08;X48;;3;0.62522;249.98;0.0;0.00;30.00;86.91;14.06;0.00;
C2;F07;X47;;3;0.62722;156.45;0.0;0.00;30.00;86.92;14.00;0.00;
C2;F06;X46;;3;0.62925;153.85;0.0;0.00;30.00;86.97;14.01;0.00;
C2;F05;X45;;3;0.63123;159.75;0.0;0.00;30.00;87.08;14.06;0.00;
C2;F04;X44;;3;0.63322;212.18;0.0;0.00;30.00;87.03;14.06;0.00;
C2;F03;X43;;3;0.63517;164.13;0.0;0.00;30.00;86.96;14.06;0.00;
C2;F02;X42;;3;0.63717;175.81;0.0;0.00;30.00;87.03;14.07;0.00;
C2;F01;X41;;3;0.63918;150.64;0.0;0.00;30.00;86.96;14.08;0.00;
R;;;;1;0.64901;93.93;0.0;29.82;30.00;86.98;14.08;0.00;test measure for referencing with gain 22 and 9
C3;A01;X1;;1;0.65229;10.30;0.0;0.00;30.00;86.91;14.07;0.00;
C3;A02;X2;;1;0.65427;11.42;0.0;0.00;30.00;86.97;14.08;0.00;
C3;A03;X3;;1;0.65628;10.16;0.0;0.00;30.00;86.92;14.08;0.00;
C3;A04;X4;;1;0.65826;13.60;0.0;0.00;30.00;86.82;14.08;0.00;
C3;A05;X5;;1;0.66024;10.69;0.0;0.00;30.00;86.66;14.09;0.00;
C3;A06;X6;;1;0.66222;9.08;0.0;0.00;30.00;86.72;14.08;0.00;
C3;A07;X7;;1;0.66424;9.60;0.0;0.00;30.00;86.73;14.09;0.00;
C3;A08;X8;;1;0.66622;9.51;0.0;0.00;30.00;86.59;14.09;0.00;
C3;B08;X16;;1;0.66826;9.61;0.0;0.00;30.00;86.65;14.08;0.00;
C3;B07;X15;;1;0.67023;9.92;0.0;0.00;30.00;86.79;14.08;0.00;
C3;B06;X14;;1;0.67224;9.33;0.0;0.00;30.00;86.84;14.08;0.00;
C3;B05;X13;;1;0.67423;11.35;0.0;0.00;30.00;86.84;14.09;0.00;
C3;B04;X12;;1;0.67620;14.26;0.0;0.00;30.00;86.91;14.10;0.00;
C3;B03;X11;;1;0.67818;10.89;0.0;0.00;30.00;86.98;14.10;0.00;
C3;B02;X10;;1;0.68017;11.42;0.0;0.00;30.00;86.90;14.08;0.00;
C3;B01;X9;;1;0.68217;9.81;0.0;0.00;30.00;86.71;14.15;0.00;
C3;C01;X17;;1;0.68421;9.70;0.0;0.00;30.00;86.84;14.09;0.00;
C3;C02;X18;;1;0.68625;10.51;0.0;0.00;30.00;86.77;14.10;0.00;
C3;C03;X19;;1;0.68834;9.69;0.0;0.00;30.00;86.71;14.12;0.00;
C3;C04;X20;;1;0.69035;12.07;0.0;0.00;30.00;86.77;14.10;0.00;
C3;C05;X21;;1;0.69236;10.35;0.0;0.00;30.00;86.90;14.10;0.00;
C3;C06;X22;;1;0.69434;9.54;0.0;0.00;30.00;86.90;14.10;0.00;
C3;C07;X23;;1;0.69632;10.80;0.0;0.00;30.00;86.86;14.17;0.00;
C3;C08;X24;;1;0.69829;9.50;0.0;0.00;30.00;86.97;14.15;0.00;
C3;D08;X32;;1;0.70030;11.56;0.0;0.00;30.00;87.04;14.16;0.00;
C3;D07;X31;;1;0.70227;10.04;0.0;0.00;30.00;86.85;14.10;0.00;
C3;D06;X30;;1;0.70432;12.02;0.0;0.00;30.00;87.02;14.16;0.00;
C3;D05;X29;;1;0.70634;12.47;0.0;0.00;30.10;87.05;14.10;0.00;
C3;D04;X28;;1;0.70832;14.42;0.0;0.00;30.00;86.91;14.17;0.00;
C3;D03;X27;;1;0.71029;11.71;0.0;0.00;30.00;86.85;14.16;0.00;
C3;D02;X26;;1;0.71228;13.56;0.0;0.00;30.00;86.98;14.16;0.00;
C3;D01;X25;;1;0.71427;10.89;0.0;0.00;30.00;86.98;14.17;0.00;
C3;E01;X33;;1;0.71628;10.10;0.0;0.00;30.00;86.90;14.17;0.00;
C3;E02;X34;;1;0.71831;12.33;0.0;0.00;30.00;86.90;14.16;0.00;
C3;E03;X35;;1;0.72038;11.75;0.0;0.00;30.00;87.03;14.17;0.00;
C3;E04;X36;;1;0.72235;11.31;0.0;0.00;30.00;87.10;14.16;0.00;
C3;E05;X37;;1;0.72436;11.02;0.0;0.00;30.00;87.03;14.16;0.00;
C3;E06;X38;;1;0.72635;10.82;0.0;0.00;30.00;87.10;14.17;0.00;
C3;E07;X39;;1;0.72834;10.34;0.0;0.00;30.10;87.16;14.17;0.00;
C3;E08;X40;;1;0.73037;12.62;0.0;0.00;30.00;87.16;14.17;0.00;
C3;F08;X48;;1;0.73240;17.01;0.0;0.00;30.10;87.23;14.17;0.00;
C3;F07;X47;;1;0.73443;10.35;0.0;0.00;30.00;87.30;14.17;0.00;
C3;F06;X46;;1;0.73644;10.36;0.0;0.00;30.00;87.29;14.17;0.00;
C3;F05;X45;;1;0.73850;11.12;0.0;0.00;30.10;87.10;14.17;0.00;
C3;F04;X44;;1;0.74049;14.70;0.0;0.00;30.10;87.09;14.16;0.00;
C3;F03;X43;;1;0.74249;11.43;0.0;0.00;30.00;87.10;14.17;0.00;
C3;F02;X42;;1;0.74449;12.06;0.0;0.00;30.00;87.03;14.17;0.00;
C3;F01;X41;;1;0.74647;10.23;0.0;0.00;30.00;86.96;14.18;0.00;
R;;;;2;0.75192;96.24;0.0;30.74;30.10;86.92;14.18;0.00;test measure for referencing with gain 22 and 9
C3;A01;X1;;2;0.75694;44.47;0.0;0.00;30.10;86.77;14.18;0.00;
C3;A02;X2;;2;0.75897;52.08;0.0;0.00;30.00;86.74;14.19;0.00;
C3;A03;X3;;2;0.76098;43.96;0.0;0.00;30.00;86.51;14.19;0.00;
C3;A04;X4;;2;0.76302;52.15;0.0;0.00;30.00;86.49;14.19;0.00;
C3;A05;X5;;2;0.76502;47.38;0.0;0.00;30.00;86.44;14.25;0.00;
C3;A06;X6;;2;0.76701;39.61;0.0;0.00;30.00;86.38;14.19;0.00;
C3;A07;X7;;2;0.76901;43.31;0.0;0.00;30.00;86.31;14.19;0.00;
C3;A08;X8;;2;0.77103;41.42;0.0;0.00;30.00;86.31;14.25;0.00;
C3;B08;X16;;2;0.77310;41.90;0.0;0.00;29.90;86.39;14.22;0.00;
C3;B07;X15;;2;0.77508;42.87;0.0;0.00;30.00;86.25;14.25;0.00;
C3;B06;X14;;2;0.77708;40.99;0.0;0.00;30.00;86.12;14.25;0.00;
C3;B05;X13;;2;0.77906;46.97;0.0;0.00;30.00;86.25;14.27;0.00;
C3;B04;X12;;2;0.78107;55.61;0.0;0.00;30.00;86.38;14.19;0.00;
C3;B03;X11;;2;0.78304;47.04;0.0;0.00;30.00;86.25;14.26;0.00;
C3;B02;X10;;2;0.78501;45.80;0.0;0.00;30.00;86.25;14.19;0.00;
C3;B01;X9;;2;0.78707;45.01;0.0;0.00;30.00;86.38;14.19;0.00;
C3;C01;X17;;2;0.78909;42.40;0.0;0.00;30.00;86.25;14.26;0.00;
C3;C02;X18;;2;0.79108;45.61;0.0;0.00;30.00;86.19;14.27;0.00;
C3;C03;X19;;2;0.79306;42.50;0.0;0.00;29.90;86.25;14.25;0.00;
C3;C04;X20;;2;0.79502;55.53;0.0;0.00;30.00;86.38;14.26;0.00;
C3;C05;X21;;2;0.79704;41.91;0.0;0.00;30.00;86.33;14.25;0.00;
C3;C06;X22;;2;0.79900;41.64;0.0;0.00;29.90;86.31;14.28;0.00;
C3;C07;X23;;2;0.80111;45.96;0.0;0.00;30.00;86.46;14.25;0.00;
C3;C08;X24;;2;0.80315;41.43;0.0;0.00;30.00;86.63;14.25;0.00;
C3;D08;X32;;2;0.80525;48.69;0.0;0.00;30.00;86.64;14.27;0.00;
C3;D07;X31;;2;0.80722;43.71;0.0;0.00;30.00;86.77;14.25;0.00;
C3;D06;X30;;2;0.80917;51.45;0.0;0.00;30.00;86.85;14.27;0.00;
C3;D05;X29;;2;0.81116;52.69;0.0;0.00;30.00;86.84;14.28;0.00;
C3;D04;X28;;2;0.81318;67.72;0.0;0.00;30.00;86.79;14.27;0.00;
C3;D03;X27;;2;0.81514;48.25;0.0;0.00;30.00;86.84;14.27;0.00;
C3;D02;X26;;2;0.81714;59.51;0.0;0.00;30.00;86.95;14.28;0.00;
C3;D01;X25;;2;0.81914;47.36;0.0;0.00;30.00;86.90;14.26;0.00;
C3;E01;X33;;2;0.82123;44.21;0.0;0.00;30.00;86.93;14.26;0.00;
C3;E02;X34;;2;0.82328;52.50;0.0;0.00;30.00;86.97;14.28;0.00;
C3;E03;X35;;2;0.82530;50.63;0.0;0.00;30.00;86.97;14.27;0.00;
C3;E04;X36;;2;0.82730;48.69;0.0;0.00;30.00;86.84;14.28;0.00;
C3;E05;X37;;2;0.82929;47.23;0.0;0.00;30.00;86.79;14.27;0.00;
C3;E06;X38;;2;0.83129;47.48;0.0;0.00;30.00;86.91;14.28;0.00;
C3;E07;X39;;2;0.83327;44.43;0.0;0.00;30.00;86.85;14.27;0.00;
C3;E08;X40;;2;0.83538;55.75;0.0;0.00;30.00;86.64;14.28;0.00;
C3;F08;X48;;2;0.83739;73.50;0.0;0.00;30.00;86.65;14.27;0.00;
C3;F07;X47;;2;0.83939;44.62;0.0;0.00;30.00;86.71;14.28;0.00;
C3;F06;X46;;2;0.84141;45.30;0.0;0.00;30.00;86.71;14.28;0.00;
C3;F05;X45;;2;0.84345;43.25;0.0;0.00;30.00;86.64;14.29;0.00;
C3;F04;X44;;2;0.84546;62.99;0.0;0.00;30.00;86.71;14.27;0.00;
C3;F03;X43;;2;0.84752;49.25;0.0;0.00;30.00;86.78;14.28;0.00;
C3;F02;X42;;2;0.84955;52.66;0.0;0.00;30.00;86.78;14.27;0.00;
C3;F01;X41;;2;0.85160;44.87;0.0;0.00;30.00;86.91;14.34;0.00;
R;;;;3;0.85888;92.27;0.0;29.06;30.00;87.23;14.34;0.00;test measure for referencing with gain 22 and 9
C3;A01;X1;;3;0.86610;147.95;0.0;0.00;30.10;87.04;14.28;0.00;
C3;A02;X2;;3;0.86812;174.89;0.0;0.00;30.00;86.99;14.35;0.00;
C3;A03;X3;;3;0.87016;144.46;0.0;0.00;30.10;87.06;14.34;0.00;
C3;A04;X4;;3;0.87219;176.18;0.0;0.00;30.10;87.04;14.35;0.00;
C3;A05;X5;;3;0.87418;141.56;0.0;0.00;30.00;87.14;14.34;0.00;
C3;A06;X6;;3;0.87627;131.19;0.0;0.00;30.10;87.10;14.34;0.00;
C3;A07;X7;;3;0.87827;141.00;0.0;0.00;30.00;87.12;14.29;0.00;
C3;A08;X8;;3;0.88031;137.51;0.0;0.00;30.10;87.04;14.34;0.00;
C3;B08;X16;;3;0.88237;139.30;0.0;0.00;30.10;86.85;14.34;0.00;
C3;B07;X15;;3;0.88435;140.39;0.0;0.00;30.10;86.92;14.35;0.00;
C3;B06;X14;;3;0.88633;134.92;0.0;0.00;30.00;86.85;14.34;0.00;
C3;B05;X13;;3;0.88831;144.79;0.0;0.00;30.10;86.78;14.35;0.00;
C3;B04;X12;;3;0.89031;182.03;0.0;0.00;30.10;86.75;14.34;0.00;
C3;B03;X11;;3;0.89229;155.89;0.0;0.00;30.00;86.85;14.36;0.00;
C3;B02;X10;;3;0.89425;148.58;0.0;0.00;30.00;86.72;14.36;0.00;
C3;B01;X9;;3;0.89626;148.56;0.0;0.00;30.00;86.72;14.37;0.00;
C3;C01;X17;;3;0.89825;140.14;0.0;0.00;30.10;86.78;14.29;0.00;
C3;C02;X18;;3;0.90022;152.81;0.0;0.00;30.00;86.85;14.34;0.00;
C3;C03;X19;;3;0.90220;140.89;0.0;0.00;30.00;86.72;14.35;0.00;
C3;C04;X20;;3;0.90421;201.43;0.0;0.00;30.00;86.79;14.29;0.00;
C3;C05;X21;;3;0.90618;139.07;0.0;0.00;30.10;86.85;14.35;0.00;
C3;C06;X22;;3;0.90815;137.53;0.0;0.00;30.00;86.78;14.35;0.00;
C3;C07;X23;;3;0.91015;156.98;0.0;0.00;30.10;86.73;14.35;0.00;
C3;C08;X24;;3;0.91214;137.57;0.0;0.00;30.10;86.83;14.36;0.00;
C3;D08;X32;;3;0.91416;161.99;0.0;0.00;30.00;86.64;14.36;0.00;
C3;D07;X31;;3;0.91614;145.40;0.0;0.00;30.00;86.66;14.35;0.00;
C3;D06;X30;;3;0.91813;168.81;0.0;0.00;30.00;86.67;14.36;0.00;
C3;D05;X29;;3;0.92015;174.57;0.0;0.00;30.00;86.78;14.36;0.00;
C3;D04;X28;;3;0.92213;217.71;0.0;0.00;30.00;86.72;14.36;0.00;
C3;D03;X27;;3;0.92412;158.82;0.0;0.00;30.10;86.79;14.36;0.00;
C3;D02;X26;;3;0.92610;174.97;0.0;0.00;30.00;86.85;14.36;0.00;
C3;D01;X25;;3;0.92811;156.13;0.0;0.00;30.00;86.85;14.35;0.00;
C3;E01;X33;;3;0.93010;145.82;0.0;0.00;30.10;86.77;14.36;0.00;
C3;E02;X34;;3;0.93212;162.72;0.0;0.00;30.00;86.79;14.37;0.00;
C3;E03;X35;;3;0.93408;166.96;0.0;0.00;30.00;86.87;14.36;0.00;
C3;E04;X36;;3;0.93609;161.68;0.0;0.00;30.00;86.72;14.37;0.00;
C3;E05;X37;;3;0.93806;153.25;0.0;0.00;30.10;86.58;14.36;0.00;
C3;E06;X38;;3;0.94005;157.41;0.0;0.00;30.10;86.59;14.36;0.00;
C3;E07;X39;;3;0.94206;146.40;0.0;0.00;30.10;86.62;14.35;0.00;
C3;E08;X40;;3;0.94407;168.54;0.0;0.00;30.00;86.46;14.36;0.00;
C3;F08;X48;;3;0.94609;245.66;0.0;0.00;30.10;86.48;14.38;0.00;
C3;F07;X47;;3;0.94807;146.68;0.0;0.00;30.10;86.52;14.38;0.00;
C3;F06;X46;;3;0.95011;150.54;0.0;0.00;30.10;86.46;14.36;0.00;
C3;F05;X45;;3;0.95210;143.45;0.0;0.00;30.10;86.32;14.38;0.00;
C3;F04;X44;;3;0.95410;206.35;0.0;0.00;30.10;86.38;14.38;0.00;
C3;F03;X43;;3;0.95615;161.88;0.0;0.00;30.10;86.25;14.36;0.00;
C3;F02;X42;;3;0.95812;173.71;0.0;0.00;30.10;86.12;14.37;0.00;
C3;F01;X41;;3;0.96011;146.37;0.0;0.00;30.00;86.06;14.38;0.00;
R;;;;1;0.96989;93.66;0.0;29.86;30.10;85.87;14.38;0.00;test measure for referencing with gain 22 and 9
C4;A01;X1;;1;0.97297;10.27;0.0;0.00;30.10;85.73;14.38;0.00;
C4;A02;X2;;1;0.97504;11.82;0.0;0.00;30.10;85.62;14.45;0.00;
C4;A03;X3;;1;0.97704;10.05;0.0;0.00;30.10;85.48;14.43;0.00;
C4;A04;X4;;1;0.97902;11.99;0.0;0.00;30.00;85.55;14.44;0.00;
C4;A05;X5;;1;0.98106;9.89;0.0;0.00;30.10;85.68;14.43;0.00;
C4;A06;X6;;1;0.98309;9.08;0.0;0.00;30.10;85.69;14.44;0.00;
C4;A07;X7;;1;0.98510;9.63;0.0;0.00;30.10;85.68;14.44;0.00;
C4;A08;X8;;1;0.98707;9.53;0.0;0.00;30.10;85.74;14.44;0.00;
C4;B08;X16;;1;0.98909;9.64;0.0;0.00;30.10;85.73;14.44;0.00;
C4;B07;X15;;1;0.99112;9.98;0.0;0.00;30.10;85.55;14.44;0.00;
C4;B06;X14;;1;0.99309;9.40;0.0;0.00;30.10;85.61;14.43;0.00;
C4;B05;X13;;1;0.99520;10.39;0.0;0.00;30.10;85.61;14.45;0.00;
C4;B04;X12;;1;0.99717;11.66;0.0;0.00;30.10;85.54;14.44;0.00;
C4;B03;X11;;1;0.99916;10.85;0.0;0.00;30.10;85.35;14.46;0.00;
C4;B02;X10;;1;1.00122;10.38;0.0;0.00;30.10;85.42;14.45;0.00;
C4;B01;X9;;1;1.00327;10.23;0.0;0.00;30.10;85.28;14.44;0.00;
C4;C01;X17;;1;1.00531;9.67;0.0;0.00;30.10;85.08;14.44;0.00;
C4;C02;X18;;1;1.00729;10.62;0.0;0.00;30.10;85.18;14.44;0.00;
C4;C03;X19;;1;1.00927;9.75;0.0;0.00;30.10;85.02;14.45;0.00;
C4;C04;X20;;1;1.01123;12.96;0.0;0.00;30.10;84.90;14.44;0.00;
C4;C05;X21;;1;1.01324;9.51;0.0;0.00;30.10;84.70;14.45;0.00;
C4;C06;X22;;1;1.01525;9.58;0.0;0.00;30.10;84.90;14.45;0.00;
C4;C07;X23;;1;1.01721;11.02;0.0;0.00;30.10;85.34;14.46;0.00;
C4;C08;X24;;1;1.01921;9.56;0.0;0.00;30.10;85.34;14.44;0.00;
C4;D08;X32;;1;1.02121;11.09;0.0;0.00;30.10;85.03;14.38;0.00;
C4;D07;X31;;1;1.02318;10.10;0.0;0.00;30.10;84.96;14.37;0.00;
C4;D06;X30;;1;1.02517;11.83;0.0;0.00;30.10;84.90;14.36;0.00;
C4;D05;X29;;1;1.02716;10.96;0.0;0.00;30.10;85.02;14.35;0.00;
C4;D04;X28;;1;1.02917;14.96;0.0;0.00;30.10;85.41;14.29;0.00;
C4;D03;X27;;1;1.03127;10.96;0.0;0.00;30.10;85.33;14.35;0.00;
C4;D02;X26;;1;1.03327;11.36;0.0;0.00;30.00;84.83;14.28;0.00;
C4;D01;X25;;1;1.03531;10.86;0.0;0.00;30.00;84.61;14.27;0.00;
C4;E01;X33;;1;1.03752;10.14;0.0;0.00;30.10;84.83;14.27;0.00;
C4;E02;X34;;1;1.03950;11.21;0.0;0.00;30.00;85.41;14.25;0.00;
C4;E03;X35;;1;1.04149;11.52;0.0;0.00;30.10;85.34;14.18;0.00;
C4;E04;X36;;1;1.04350;11.63;0.0;0.00;30.00;84.96;14.18;0.00;
C4;E05;X37;;1;1.04548;10.68;0.0;0.00;30.00;84.90;14.17;0.00;
C4;E06;X38;;1;1.04745;10.72;0.0;0.00;30.00;84.90;14.18;0.00;
C4;E07;X39;;1;1.04944;10.08;0.0;0.00;30.00;85.15;14.17;0.00;
C4;E08;X40;;1;1.05151;11.83;0.0;0.00;30.00;85.48;14.17;0.00;
C4;F08;X48;;1;1.05355;17.08;0.0;0.00;30.00;85.34;14.17;0.00;
C4;F07;X47;;1;1.05554;10.02;0.0;0.00;30.00;85.03;14.16;0.00;
C4;F06;X46;;1;1.05756;10.55;0.0;0.00;29.90;84.76;14.10;0.00;
C4;F05;X45;;1;1.05955;9.92;0.0;0.00;30.00;84.65;14.09;0.00;
C4;F04;X44;;1;1.06167;14.05;0.0;0.00;30.00;85.15;14.09;0.00;
C4;F03;X43;;1;1.06369;11.16;0.0;0.00;30.00;85.41;14.08;0.00;
C4;F02;X42;;1;1.06571;11.57;0.0;0.00;30.00;85.28;14.08;0.00;
C4;F01;X41;;1;1.06776;10.15;0.0;0.00;30.00;85.21;14.09;0.00;
R;;;;2;1.07339;97.11;0.0;31.02;29.90;84.84;14.07;0.00;test measure for referencing with gain 22 and 9
C4;A01;X1;;2;1.07879;44.00;0.0;0.00;29.90;84.90;14.01;0.00;
C4;A02;X2;;2;1.08082;50.66;0.0;0.00;30.00;84.91;14.07;0.00;
C4;A03;X3;;2;1.08289;43.75;0.0;0.00;29.90;84.82;14.06;0.00;
C4;A04;X4;;2;1.08493;51.45;0.0;0.00;29.90;84.83;14.06;0.00;
C4;A05;X5;;2;1.08690;45.33;0.0;0.00;29.90;84.95;14.07;0.00;
C4;A06;X6;;2;1.08889;39.64;0.0;0.00;29.90;84.94;14.06;0.00;
C4;A07;X7;;2;1.09086;40.97;0.0;0.00;29.90;84.89;14.00;0.00;
C4;A08;X8;;2;1.09284;41.40;0.0;0.00;29.90;85.08;14.06;0.00;
C4;B08;X16;;2;1.09484;41.97;0.0;0.00;29.90;85.15;14.00;0.00;
C4;B07;X15;;2;1.09681;43.73;0.0;0.00;29.90;85.03;14.06;0.00;
C4;B06;X14;;2;1.09881;40.78;0.0;0.00;29.90;85.09;14.06;0.00;
C4;B05;X13;;2;1.10081;47.24;0.0;0.00;29.90;85.22;14.06;0.00;
C4;B04;X12;;2;1.10278;50.51;0.0;0.00;29.90;85.28;14.00;0.00;
C4;B03;X11;;2;1.10476;47.07;0.0;0.00;29.90;85.16;14.07;0.00;
C4;B02;X10;;2;1.10675;43.67;0.0;0.00;29.90;85.31;14.07;0.00;
C4;B01;X9;;2;1.10876;44.46;0.0;0.00;29.90;85.34;14.06;0.00;
C4;C01;X17;;2;1.11075;42.24;0.0;0.00;29.90;85.35;14.07;0.00;
C4;C02;X18;;2;1.11276;45.63;0.0;0.00;29.90;85.35;14.01;0.00;
C4;C03;X19;;2;1.11475;42.39;0.0;0.00;29.90;85.62;14.01;0.00;
C4;C04;X20;;2;1.11673;61.40;0.0;0.00;29.90;85.54;14.07;0.00;
C4;C05;X21;;2;1.11871;41.41;0.0;0.00;29.90;85.48;14.07;0.00;
C4;C06;X22;;2;1.12068;41.46;0.0;0.00;29.90;85.58;14.01;0.00;
C4;C07;X23;;2;1.12265;48.35;0.0;0.00;29.90;85.62;14.01;0.00;
C4;C08;X24;;2;1.12464;41.34;0.0;0.00;29.90;85.55;14.07;0.00;
C4;D08;X32;;2;1.12664;48.01;0.0;0.00;29.90;85.59;14.06;0.00;
C4;D07;X31;;2;1.12863;43.92;0.0;0.00;29.90;85.75;14.01;0.00;
C4;D06;X30;;2;1.13062;51.22;0.0;0.00;30.00;85.79;14.08;0.00;
C4;D05;X29;;2;1.13261;46.79;0.0;0.00;30.00;85.77;14.07;0.00;
C4;D04;X28;;2;1.13461;67.13;0.0;0.00;29.90;85.73;13.99;0.00;
C4;D03;X27;;2;1.13658;48.08;0.0;0.00;29.90;85.79;14.08;0.00;
C4;D02;X26;;2;1.13856;49.18;0.0;0.00;30.00;85.73;14.06;0.00;
C4;D01;X25;;2;1.14055;47.02;0.0;0.00;30.00;85.80;14.08;0.00;
C4;E01;X33;;2;1.14257;43.95;0.0;0.00;29.90;85.92;14.01;0.00;
C4;E02;X34;;2;1.14456;48.61;0.0;0.00;30.00;85.88;14.07;0.00;
C4;E03;X35;;2;1.14653;49.63;0.0;0.00;30.00;85.81;14.07;0.00;
C4;E04;X36;;2;1.14854;50.46;0.0;0.00;29.90;85.87;14.07;0.00;
C4;E05;X37;;2;1.15053;46.83;0.0;0.00;30.00;85.87;14.08;0.00;
C4;E06;X38;;2;1.15254;46.91;0.0;0.00;30.00;85.86;14.07;0.00;
C4;E07;X39;;2;1.15455;43.41;0.0;0.00;30.00;85.82;14.08;0.00;
C4;E08;X40;;2;1.15658;50.69;0.0;0.00;30.00;85.93;14.06;0.00;
C4;F08;X48;;2;1.15860;74.29;0.0;0.00;29.90;85.86;14.07;0.00;
C4;F07;X47;;2;1.16060;43.66;0.0;0.00;30.00;85.73;14.08;0.00;
C4;F06;X46;;2;1.16267;45.68;0.0;0.00;30.00;85.86;14.08;0.00;
C4;F05;X45;;2;1.16468;42.31;0.0;0.00;30.00;85.93;14.08;0.00;
C4;F04;X44;;2;1.16673;60.26;0.0;0.00;30.00;85.86;14.08;0.00;
C4;F03;X43;;2;1.16876;48.23;0.0;0.00;30.00;85.79;14.07;0.00;
C4;F02;X42;;2;1.17076;50.80;0.0;0.00;30.00;85.73;14.08;0.00;
C4;F01;X41;;2;1.17276;44.00;0.0;0.00;30.00;85.80;14.07;0.00;
R;;;;3;1.18000;93.51;0.0;29.74;30.00;85.60;14.09;0.00;test measure for referencing with gain 22 and 9
C4;A01;X1;;3;1.18728;144.89;0.0;0.00;30.00;85.65;14.09;0.00;
C4;A02;X2;;3;1.18934;166.80;0.0;0.00;30.00;85.62;14.08;0.00;
C4;A03;X3;;3;1.19135;144.19;0.0;0.00;30.00;85.58;14.09;0.00;
C4;A04;X4;;3;1.19332;171.15;0.0;0.00;30.00;85.48;14.10;0.00;
C4;A05;X5;;3;1.19530;148.14;0.0;0.00;30.00;85.68;14.09;0.00;
C4;A06;X6;;3;1.19729;132.75;0.0;0.00;30.00;85.74;14.10;0.00;
C4;A07;X7;;3;1.19935;138.02;0.0;0.00;29.90;85.61;14.08;0.00;
C4;A08;X8;;3;1.20150;138.89;0.0;0.00;29.90;85.68;14.15;0.00;
C4;B08;X16;;3;1.20351;139.38;0.0;0.00;29.90;85.80;14.10;0.00;
C4;B07;X15;;3;1.20549;150.20;0.0;0.00;30.00;85.74;14.10;0.00;
C4;B06;X14;;3;1.20748;136.55;0.0;0.00;30.00;85.67;14.15;0.00;
C4;B05;X13;;3;1.20946;154.45;0.0;0.00;30.00;85.81;14.09;0.00;
C4;B04;X12;;3;1.21144;159.11;0.0;0.00;30.00;85.87;14.10;0.00;
C4;B03;X11;;3;1.21344;154.81;0.0;0.00;30.00;85.88;14.09;0.00;
C4;B02;X10;;3;1.21541;151.81;0.0;0.00;30.00;85.94;14.15;0.00;
C4;B01;X9;;3;1.21740;147.52;0.0;0.00;30.00;86.00;14.10;0.00;
C4;C01;X17;;3;1.21942;140.64;0.0;0.00;30.00;85.93;14.10;0.00;
C4;C02;X18;;3;1.22143;153.04;0.0;0.00;30.00;86.00;14.15;0.00;
C4;C03;X19;;3;1.22339;139.27;0.0;0.00;30.00;86.12;14.15;0.00;
C4;C04;X20;;3;1.22538;213.79;0.0;0.00;30.00;86.13;14.10;0.00;
C4;C05;X21;;3;1.22738;137.99;0.0;0.00;30.00;86.06;14.16;0.00;
C4;C06;X22;;3;1.22937;137.86;0.0;0.00;30.00;86.16;14.09;0.00;
C4;C07;X23;;3;1.23134;153.91;0.0;0.00;30.00;86.26;14.09;0.00;
C4;C08;X24;;3;1.23331;137.19;0.0;0.00;30.10;86.19;14.16;0.00;
C4;D08;X32;;3;1.23536;159.80;0.0;0.00;30.10;86.19;14.10;0.00;
C4;D07;X31;;3;1.23734;144.49;0.0;0.00;30.10;86.34;14.16;0.00;
C4;D06;X30;;3;1.23932;168.51;0.0;0.00;30.10;86.33;14.15;0.00;
C4;D05;X29;;3;1.24133;155.23;0.0;0.00;30.10;86.20;14.17;0.00;
C4;D04;X28;;3;1.24333;204.26;0.0;0.00;30.10;86.19;14.16;0.00;
C4;D03;X27;;3;1.24533;156.50;0.0;0.00;30.10;86.33;14.16;0.00;
C4;D02;X26;;3;1.24729;166.01;0.0;0.00;30.10;86.13;14.15;0.00;
C4;D01;X25;;3;1.24926;154.06;0.0;0.00;30.10;86.13;14.17;0.00;
C4;E01;X33;;3;1.25128;145.11;0.0;0.00;30.10;86.14;14.16;0.00;
